date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:23:15	15598/15598	---MC-	200	added ('OK')	application/json	date:Wed,%2021%20Oct%202020%2018:23:11%20GMT	http://localhost:8000/wp-json/wp/v2/posts/5841	/home/gilberto/websites/teste/content/wp-json/wp/v2/posts/5841.json	(from http://localhost:8000/leilao-reverso-o-que-e-e-quais-sao-as-vantagens/)
15:23:17	48223/48223	---MC-	200	added ('OK')	application/rss+xml	etag:%227420a3b74c15f750ecf47d63f538956f%22	http://localhost:8000/author/thiago/feed/	/home/gilberto/websites/teste/content/author/thiago/feed/index.html	(from http://localhost:8000/author/thiago/)
15:23:17	2949/2949	---MC-	200	added ('OK')	text/xml	date:Wed,%2021%20Oct%202020%2018:23:15%20GMT	http://localhost:8000/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8000%2Fleilao-reverso-o-que-e-e-quais-sao-as-vantagens%2F&format=xml	/home/gilberto/websites/teste/content/wp-json/oembed/1.0/embedc6ae	(from http://localhost:8000/leilao-reverso-o-que-e-e-quais-sao-as-vantagens/)
15:23:22	2953/2953	---MC-	200	added ('OK')	application/json	date:Wed,%2021%20Oct%202020%2018:23:18%20GMT	http://localhost:8000/wp-json/wp/v2/categories/39	/home/gilberto/websites/teste/content/wp-json/wp/v2/categories/39.json	(from http://localhost:8000/category/compras/)
15:23:26	158714/158714	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:23:17%20GMT	http://localhost:8000/tag/leilao-reverso/	/home/gilberto/websites/teste/content/tag/leilao-reverso/index.html	(from http://localhost:8000/leilao-reverso-o-que-e-e-quais-sao-as-vantagens/)
15:23:26	158906/158906	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:23:17%20GMT	http://localhost:8000/tag/como-funciona-o-leilao-reverso/	/home/gilberto/websites/teste/content/tag/como-funciona-o-leilao-reverso/index.html	(from http://localhost:8000/leilao-reverso-o-que-e-e-quais-sao-as-vantagens/)
15:23:30	158714/158714	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:23:19%20GMT	http://localhost:8000/tag/leilao-virtual/	/home/gilberto/websites/teste/content/tag/leilao-virtual/index.html	(from http://localhost:8000/leilao-reverso-o-que-e-e-quais-sao-as-vantagens/)
15:23:31	3051/3051	---MC-	200	added ('OK')	application/json	date:Wed,%2021%20Oct%202020%2018:23:26%20GMT	http://localhost:8000/wp-json/wp/v2/categories/68	/home/gilberto/websites/teste/content/wp-json/wp/v2/categories/68.json	(from http://localhost:8000/category/leilao-reverso/)
15:23:31	158819/158819	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:23:22%20GMT	http://localhost:8000/tag/o-que-e-leilao-reverso/	/home/gilberto/websites/teste/content/tag/o-que-e-leilao-reverso/index.html	(from http://localhost:8000/leilao-reverso-o-que-e-e-quais-sao-as-vantagens/)
15:23:32	10305/10305	---MC-	200	added ('OK')	application/rss+xml	etag:%227420a3b74c15f750ecf47d63f538956f%22	http://localhost:8000/category/leilao-reverso/feed/	/home/gilberto/websites/teste/content/category/leilao-reverso/feed/index.html	(from http://localhost:8000/category/leilao-reverso/)
15:23:33	2986/2986	---MC-	200	added ('OK')	application/json	date:Wed,%2021%20Oct%202020%2018:23:31%20GMT	http://localhost:8000/wp-json/wp/v2/categories/41	/home/gilberto/websites/teste/content/wp-json/wp/v2/categories/41.json	(from http://localhost:8000/category/tecnologia/)
15:23:33	31378/31378	---MC-	200	added ('OK')	application/rss+xml	etag:%227420a3b74c15f750ecf47d63f538956f%22	http://localhost:8000/category/compras/feed/	/home/gilberto/websites/teste/content/category/compras/feed/index.html	(from http://localhost:8000/category/compras/)
15:23:35	30780/30780	---MC-	200	added ('OK')	application/rss+xml	etag:%227420a3b74c15f750ecf47d63f538956f%22	http://localhost:8000/category/tecnologia/feed/	/home/gilberto/websites/teste/content/category/tecnologia/feed/index.html	(from http://localhost:8000/category/tecnologia/)
15:23:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2021%20Oct%202020%2018:23:36%20GMT	http://localhost:8000/?p=5859	/home/gilberto/websites/teste/content/indexcea8.html	(from http://localhost:8000/o-que-e-outsourcing-de-compras/)
15:23:37	2730/2730	---MC-	200	added ('OK')	application/json	date:Wed,%2021%20Oct%202020%2018:23:35%20GMT	http://localhost:8000/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8000%2Fo-que-e-outsourcing-de-compras%2F	/home/gilberto/websites/teste/content/wp-json/oembed/1.0/embede204.json	(from http://localhost:8000/o-que-e-outsourcing-de-compras/)
15:23:37	15819/15819	---MC-	200	added ('OK')	application/json	date:Wed,%2021%20Oct%202020%2018:23:33%20GMT	http://localhost:8000/wp-json/wp/v2/posts/5859	/home/gilberto/websites/teste/content/wp-json/wp/v2/posts/5859.json	(from http://localhost:8000/o-que-e-outsourcing-de-compras/)
15:23:37	2335/2335	---MC-	200	added ('OK')	application/rss+xml	etag:%225396245841521497a2d4775a9ac7b1c3%22	http://localhost:8000/o-que-e-outsourcing-de-compras/feed/	/home/gilberto/websites/teste/content/o-que-e-outsourcing-de-compras/feed/index.html	(from http://localhost:8000/o-que-e-outsourcing-de-compras/)
15:23:37	2868/2868	---MC-	200	added ('OK')	text/xml	date:Wed,%2021%20Oct%202020%2018:23:37%20GMT	http://localhost:8000/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8000%2Fo-que-e-outsourcing-de-compras%2F&format=xml	/home/gilberto/websites/teste/content/wp-json/oembed/1.0/embede20c	(from http://localhost:8000/o-que-e-outsourcing-de-compras/)
15:23:38	1186/1186	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Jan%201984%2008:00:00%20GMT	http://2.gravatar.com/avatar/82bcaf48d921e5b7fd0537e34db45be6?s=60&d=mm&r=g	/home/gilberto/websites/teste/2.gravatar.com/avatar/82bcaf48d921e5b7fd0537e34db45be6c50c.png	(from http://localhost:8000/o-que-e-outsourcing-de-compras/)
15:23:48	158609/158609	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:23:39%20GMT	http://localhost:8000/tag/compra-terceirizada/	/home/gilberto/websites/teste/content/tag/compra-terceirizada/index.html	(from http://localhost:8000/o-que-e-outsourcing-de-compras/)
15:23:48	158465/158465	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:23:39%20GMT	http://localhost:8000/tag/compras/	/home/gilberto/websites/teste/content/tag/compras/index.html	(from http://localhost:8000/o-que-e-outsourcing-de-compras/)
15:23:48	158513/158513	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:23:39%20GMT	http://localhost:8000/tag/outsourcing/	/home/gilberto/websites/teste/content/tag/outsourcing/index.html	(from http://localhost:8000/o-que-e-outsourcing-de-compras/)
15:23:48	158645/158645	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:23:39%20GMT	http://localhost:8000/tag/outsourcing-de-compras/	/home/gilberto/websites/teste/content/tag/outsourcing-de-compras/index.html	(from http://localhost:8000/o-que-e-outsourcing-de-compras/)
15:23:48	1186/1186	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Jan%201984%2008:00:00%20GMT	http://0.gravatar.com/avatar/?s=60&d=mm&r=g	/home/gilberto/websites/teste/0.gravatar.com/avatar/indexc50c.html	(from http://localhost:8000/o-que-e-outsourcing-de-compras/)
15:23:50	3118/3118	---MC-	200	added ('OK')	application/json	date:Wed,%2021%20Oct%202020%2018:23:48%20GMT	http://localhost:8000/wp-json/wp/v2/categories/67	/home/gilberto/websites/teste/content/wp-json/wp/v2/categories/67.json	(from http://localhost:8000/category/outsourcing-de-compras/)
15:23:54	10534/10534	---MC-	200	added ('OK')	application/rss+xml	etag:%227420a3b74c15f750ecf47d63f538956f%22	http://localhost:8000/category/outsourcing-de-compras/feed/	/home/gilberto/websites/teste/content/category/outsourcing-de-compras/feed/index.html	(from http://localhost:8000/category/outsourcing-de-compras/)
15:23:54	15209/15209	---MC-	200	added ('OK')	application/json	date:Wed,%2021%20Oct%202020%2018:23:49%20GMT	http://localhost:8000/wp-json/wp/v2/posts/5862	/home/gilberto/websites/teste/content/wp-json/wp/v2/posts/5862.json	(from http://localhost:8000/tendencias-da-iot-em-dispositivos-moveis/)
15:23:54	853/853	---MC-	200	added ('OK')	application/rss+xml	etag:%225396245841521497a2d4775a9ac7b1c3%22	http://localhost:8000/tendencias-da-iot-em-dispositivos-moveis/feed/	/home/gilberto/websites/teste/content/tendencias-da-iot-em-dispositivos-moveis/feed/index.html	(from http://localhost:8000/tendencias-da-iot-em-dispositivos-moveis/)
15:23:54	158555/158555	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:23:48%20GMT	http://localhost:8000/tag/terceirizacao/	/home/gilberto/websites/teste/content/tag/terceirizacao/index.html	(from http://localhost:8000/o-que-e-outsourcing-de-compras/)
15:23:54	2751/2751	---MC-	200	added ('OK')	application/json	date:Wed,%2021%20Oct%202020%2018:23:54%20GMT	http://localhost:8000/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8000%2Ftendencias-da-iot-em-dispositivos-moveis%2F	/home/gilberto/websites/teste/content/wp-json/oembed/1.0/embed5403.json	(from http://localhost:8000/tendencias-da-iot-em-dispositivos-moveis/)
15:23:55	2891/2891	---MC-	200	added ('OK')	text/xml	date:Wed,%2021%20Oct%202020%2018:23:55%20GMT	http://localhost:8000/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8000%2Ftendencias-da-iot-em-dispositivos-moveis%2F&format=xml	/home/gilberto/websites/teste/content/wp-json/oembed/1.0/embedacee	(from http://localhost:8000/tendencias-da-iot-em-dispositivos-moveis/)
15:23:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2021%20Oct%202020%2018:23:56%20GMT	http://localhost:8000/?p=5862	/home/gilberto/websites/teste/content/indexcb4c.html	(from http://localhost:8000/tendencias-da-iot-em-dispositivos-moveis/)
15:24:02	2909/2909	---MC-	200	added ('OK')	application/json	date:Wed,%2021%20Oct%202020%2018:23:57%20GMT	http://localhost:8000/wp-json/wp/v2/categories/59	/home/gilberto/websites/teste/content/wp-json/wp/v2/categories/59.json	(from http://localhost:8000/category/iot/)
15:24:05	158459/158459	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:23:56%20GMT	http://localhost:8000/tag/internet-5g/	/home/gilberto/websites/teste/content/tag/internet-5g/index.html	(from http://localhost:8000/tendencias-da-iot-em-dispositivos-moveis/)
15:24:05	158363/158363	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:23:56%20GMT	http://localhost:8000/tag/iot/	/home/gilberto/websites/teste/content/tag/iot/index.html	(from http://localhost:8000/tendencias-da-iot-em-dispositivos-moveis/)
15:24:07	158543/158543	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:23:56%20GMT	http://localhost:8000/tag/internet-of-things/	/home/gilberto/websites/teste/content/tag/internet-of-things/index.html	(from http://localhost:8000/tendencias-da-iot-em-dispositivos-moveis/)
15:24:15	158447/158447	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:24:02%20GMT	http://localhost:8000/tag/tecnologia/	/home/gilberto/websites/teste/content/tag/tecnologia/index.html	(from http://localhost:8000/tendencias-da-iot-em-dispositivos-moveis/)
15:24:15	9870/9870	---MC-	200	added ('OK')	application/rss+xml	etag:%227420a3b74c15f750ecf47d63f538956f%22	http://localhost:8000/category/iot/feed/	/home/gilberto/websites/teste/content/category/iot/feed/index.html	(from http://localhost:8000/category/iot/)
15:24:15	18113/18113	---MC-	200	added ('OK')	application/json	date:Wed,%2021%20Oct%202020%2018:24:05%20GMT	http://localhost:8000/wp-json/wp/v2/posts/5850	/home/gilberto/websites/teste/content/wp-json/wp/v2/posts/5850.json	(from http://localhost:8000/o-que-e-e-commerce-e-como-funciona/)
15:24:15	158540/158540	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:24:06%20GMT	http://localhost:8000/tag/tendencias-da-iot/	/home/gilberto/websites/teste/content/tag/tendencias-da-iot/index.html	(from http://localhost:8000/tendencias-da-iot-em-dispositivos-moveis/)
15:24:15	2707/2707	---MC-	200	added ('OK')	application/json	date:Wed,%2021%20Oct%202020%2018:24:15%20GMT	http://localhost:8000/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8000%2Fo-que-e-e-commerce-e-como-funciona%2F	/home/gilberto/websites/teste/content/wp-json/oembed/1.0/embedc029.json	(from http://localhost:8000/o-que-e-e-commerce-e-como-funciona/)
15:24:16	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2021%20Oct%202020%2018:24:16%20GMT	http://localhost:8000/?p=5850	/home/gilberto/websites/teste/content/index5f8b.html	(from http://localhost:8000/o-que-e-e-commerce-e-como-funciona/)
15:24:16	2847/2847	---MC-	200	added ('OK')	text/xml	date:Wed,%2021%20Oct%202020%2018:24:16%20GMT	http://localhost:8000/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8000%2Fo-que-e-e-commerce-e-como-funciona%2F&format=xml	/home/gilberto/websites/teste/content/wp-json/oembed/1.0/embed43a4	(from http://localhost:8000/o-que-e-e-commerce-e-como-funciona/)
15:24:16	819/819	---MC-	200	added ('OK')	application/rss+xml	etag:%225396245841521497a2d4775a9ac7b1c3%22	http://localhost:8000/o-que-e-e-commerce-e-como-funciona/feed/	/home/gilberto/websites/teste/content/o-que-e-e-commerce-e-como-funciona/feed/index.html	(from http://localhost:8000/o-que-e-e-commerce-e-como-funciona/)
15:24:27	158678/158678	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:24:17%20GMT	http://localhost:8000/tag/e-commerce/	/home/gilberto/websites/teste/content/tag/e-commerce/index.html	(from http://localhost:8000/o-que-e-e-commerce-e-como-funciona/)
15:24:27	158702/158702	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:24:17%20GMT	http://localhost:8000/tag/loja-virtual/	/home/gilberto/websites/teste/content/tag/loja-virtual/index.html	(from http://localhost:8000/o-que-e-e-commerce-e-como-funciona/)
15:24:27	158870/158870	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:24:17%20GMT	http://localhost:8000/tag/como-funciona-o-e-commerce/	/home/gilberto/websites/teste/content/tag/como-funciona-o-e-commerce/index.html	(from http://localhost:8000/o-que-e-e-commerce-e-como-funciona/)
15:24:27	158690/158690	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:24:17%20GMT	http://localhost:8000/tag/marketplace/	/home/gilberto/websites/teste/content/tag/marketplace/index.html	(from http://localhost:8000/o-que-e-e-commerce-e-como-funciona/)
15:24:28	2986/2986	---MC-	200	added ('OK')	application/json	date:Wed,%2021%20Oct%202020%2018:24:27%20GMT	http://localhost:8000/wp-json/wp/v2/categories/60	/home/gilberto/websites/teste/content/wp-json/wp/v2/categories/60.json	(from http://localhost:8000/category/e-commerce/)
15:24:32	12842/12842	---MC-	200	added ('OK')	application/rss+xml	etag:%227420a3b74c15f750ecf47d63f538956f%22	http://localhost:8000/category/e-commerce/feed/	/home/gilberto/websites/teste/content/category/e-commerce/feed/index.html	(from http://localhost:8000/category/e-commerce/)
15:24:36	158702/158702	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:24:28%20GMT	http://localhost:8000/tag/venda-online/	/home/gilberto/websites/teste/content/tag/venda-online/index.html	(from http://localhost:8000/o-que-e-e-commerce-e-como-funciona/)
15:24:36	158714/158714	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:24:28%20GMT	http://localhost:8000/tag/venda-virtual/	/home/gilberto/websites/teste/content/tag/venda-virtual/index.html	(from http://localhost:8000/o-que-e-e-commerce-e-como-funciona/)
15:24:36	158783/158783	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:24:28%20GMT	http://localhost:8000/tag/o-que-e-e-commerce/	/home/gilberto/websites/teste/content/tag/o-que-e-e-commerce/index.html	(from http://localhost:8000/o-que-e-e-commerce-e-como-funciona/)
15:24:39	35471/35471	---M--	200	added ('OK')	image/jpeg	etag:%22595f9e-8a8f-5b179c7744bc0%22	https://www.superbuy.com.br/static/images/seja_comprador.jpg	/home/gilberto/websites/teste/www.superbuy.com.br/static/images/seja_comprador.jpg	(from https://www.superbuy.com.br/quem_somos)
15:24:41	31032/31032	---M--	200	added ('OK')	image/jpeg	etag:%225ad04b-7938-5b179c7744bc0%22	https://www.superbuy.com.br/static/images/seja_fornecedor.jpg	/home/gilberto/websites/teste/www.superbuy.com.br/static/images/seja_fornecedor.jpg	(from https://www.superbuy.com.br/quem_somos)
15:24:43	49548/49548	---M--	200	added ('OK')	image/jpeg	etag:%225ad067-c18c-5b179c7650980%22	https://www.superbuy.com.br/static/images/banner_2.jpg	/home/gilberto/websites/teste/www.superbuy.com.br/static/images/banner_2.jpg	(from https://www.superbuy.com.br/quem_somos)
15:25:11	8291/8291	---M--	200	added ('OK')	image/png	etag:%22595fea-2063-5b179c7744bc0%22	https://www.superbuy.com.br/static/images/fluxo-comprador/1.png	/home/gilberto/websites/teste/www.superbuy.com.br/static/images/fluxo-comprador/1.png	(from https://www.superbuy.com.br/fluxo_comprador)
15:25:33	160/160	---M--	504	error ('Gateway%20Time-out')	text/html	date:Wed,%2021%20Oct%202020%2018:25:33%20GMT	http://lp.superbuy.com.br/	/home/gilberto/websites/teste/lp.superbuy.com.br/index.html	(from http://localhost:8000/)
15:25:33	9045/9045	---M--	200	added ('OK')	image/png	etag:%22595fe9-2355-5b179c7744bc0%22	https://www.superbuy.com.br/static/images/fluxo-comprador/2.png	/home/gilberto/websites/teste/www.superbuy.com.br/static/images/fluxo-comprador/2.png	(from https://www.superbuy.com.br/fluxo_comprador)
15:25:33	9114/9114	---M--	200	added ('OK')	image/png	etag:%22595fe8-239a-5b179c7744bc0%22	https://www.superbuy.com.br/static/images/fluxo-comprador/3.png	/home/gilberto/websites/teste/www.superbuy.com.br/static/images/fluxo-comprador/3.png	(from https://www.superbuy.com.br/fluxo_comprador)
15:25:34	8678/8678	---M--	200	added ('OK')	image/png	etag:%22595fe7-21e6-5b179c7744bc0%22	https://www.superbuy.com.br/static/images/fluxo-comprador/4.png	/home/gilberto/websites/teste/www.superbuy.com.br/static/images/fluxo-comprador/4.png	(from https://www.superbuy.com.br/fluxo_comprador)
15:25:35	9017/9017	---M--	200	added ('OK')	image/png	etag:%22595fe6-2339-5b179c7744bc0%22	https://www.superbuy.com.br/static/images/fluxo-comprador/5.png	/home/gilberto/websites/teste/www.superbuy.com.br/static/images/fluxo-comprador/5.png	(from https://www.superbuy.com.br/fluxo_comprador)
15:25:36	9255/9255	---M--	200	added ('OK')	image/png	etag:%22595fec-2427-5b179c7744bc0%22	https://www.superbuy.com.br/static/images/fluxo-comprador/6.png	/home/gilberto/websites/teste/www.superbuy.com.br/static/images/fluxo-comprador/6.png	(from https://www.superbuy.com.br/fluxo_comprador)
15:25:37	8609/8609	---M--	200	added ('OK')	image/png	etag:%22595ff5-21a1-5b179c7744bc0%22	https://www.superbuy.com.br/static/images/fluxo-vendedor/1.png	/home/gilberto/websites/teste/www.superbuy.com.br/static/images/fluxo-vendedor/1.png	(from https://www.superbuy.com.br/fluxo_fornecedor)
15:25:38	9386/9386	---M--	200	added ('OK')	image/png	etag:%22595ff4-24aa-5b179c7744bc0%22	https://www.superbuy.com.br/static/images/fluxo-vendedor/2.png	/home/gilberto/websites/teste/www.superbuy.com.br/static/images/fluxo-vendedor/2.png	(from https://www.superbuy.com.br/fluxo_fornecedor)
15:25:39	9537/9537	---M--	200	added ('OK')	image/png	etag:%22595ff3-2541-5b179c7744bc0%22	https://www.superbuy.com.br/static/images/fluxo-vendedor/3.png	/home/gilberto/websites/teste/www.superbuy.com.br/static/images/fluxo-vendedor/3.png	(from https://www.superbuy.com.br/fluxo_fornecedor)
15:25:40	9034/9034	---M--	200	added ('OK')	image/png	etag:%22595ff2-234a-5b179c7744bc0%22	https://www.superbuy.com.br/static/images/fluxo-vendedor/4.png	/home/gilberto/websites/teste/www.superbuy.com.br/static/images/fluxo-vendedor/4.png	(from https://www.superbuy.com.br/fluxo_fornecedor)
15:25:41	9476/9476	---M--	200	added ('OK')	image/png	etag:%22595ff0-2504-5b179c7744bc0%22	https://www.superbuy.com.br/static/images/fluxo-vendedor/5.png	/home/gilberto/websites/teste/www.superbuy.com.br/static/images/fluxo-vendedor/5.png	(from https://www.superbuy.com.br/fluxo_fornecedor)
15:25:42	9720/9720	---M--	200	added ('OK')	image/png	etag:%22595ff7-25f8-5b179c7744bc0%22	https://www.superbuy.com.br/static/images/fluxo-vendedor/6.png	/home/gilberto/websites/teste/www.superbuy.com.br/static/images/fluxo-vendedor/6.png	(from https://www.superbuy.com.br/fluxo_fornecedor)
15:25:43	27159/27159	---M--	200	added ('OK')	text/css	etag:%22595f5e-6a17-5b179c7650980%22	https://www.superbuy.com.br/static/css/jquery-ui.css	/home/gilberto/websites/teste/www.superbuy.com.br/static/css/jquery-ui.css	(from https://www.superbuy.com.br/superdocs/)
15:25:45	228539/228539	---M--	200	added ('OK')	application/javascript	etag:%22595e79-37cbb-5b179c7744bc0%22	https://www.superbuy.com.br/static/js/jquery-ui.js	/home/gilberto/websites/teste/www.superbuy.com.br/static/js/jquery-ui.js	(from https://www.superbuy.com.br/superdocs/)
15:25:45	931/931	---M--	200	added ('OK')	application/javascript	etag:%22595be7-3a3-5b179c7744bc0%22	https://www.superbuy.com.br/static/js/jquery.ui.datepicker-pt-BR.js	/home/gilberto/websites/teste/www.superbuy.com.br/static/js/jquery.ui.datepicker-pt-BR.js	(from https://www.superbuy.com.br/superdocs/)
15:25:46	5203/5203	---M--	200	added ('OK')	application/javascript	etag:%22595bca-1453-5b179c7744bc0%22	https://www.superbuy.com.br/static/js/touchScroll/js/jquery.smoothTouchScroll.min.js	/home/gilberto/websites/teste/www.superbuy.com.br/static/js/touchScroll/js/jquery.smoothTouchScroll.min.js	(from https://www.superbuy.com.br/superdocs/)
15:25:47	345/345	---M--	302	error ('FOUND')	text/html	date:Wed,%2021%20Oct%202020%2018:25:47%20GMT	https://www.superbuy.com.br/marketing/afiliados	/home/gilberto/websites/teste/www.superbuy.com.br/marketing/afiliados	(from https://www.superbuy.com.br/superdocs/)
15:25:49	20968/20968	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:25:48%20GMT	https://www.superbuy.com.br/login?next=https%3A%2F%2Fwww.superbuy.com.br%2Fmarketing%2Fafiliados	/home/gilberto/websites/teste/www.superbuy.com.br/login78a9.html	(from https://www.superbuy.com.br/superdocs/)
15:25:49	373/373	---M--	302	error ('FOUND')	text/html	date:Wed,%2021%20Oct%202020%2018:25:49%20GMT	https://www.superbuy.com.br/premiacao/desconto/f/lista/	/home/gilberto/websites/teste/www.superbuy.com.br/premiacao/desconto/f/lista/index.html	(from https://www.superbuy.com.br/superdocs/)
15:25:49	321/321	---M--	302	error ('FOUND')	text/html	date:Wed,%2021%20Oct%202020%2018:25:49%20GMT	https://www.superbuy.com.br/pedido/	/home/gilberto/websites/teste/www.superbuy.com.br/pedido/index.html	(from https://www.superbuy.com.br/superdocs/)
15:25:50	26917/26917	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Wed,%2021%20Oct%202020%2018:25:50%20GMT	https://www.superbuy.com.br/avaliacaofornecedores//minhapontuacao	/home/gilberto/websites/teste/www.superbuy.com.br/avaliacaofornecedores/minhapontuacao	(from https://www.superbuy.com.br/superdocs/)
15:25:51	369/369	---M--	302	error ('FOUND')	text/html	date:Wed,%2021%20Oct%202020%2018:25:51%20GMT	https://www.superbuy.com.br/financeiro/visualiza_billing/	/home/gilberto/websites/teste/www.superbuy.com.br/financeiro/visualiza_billing/index.html	(from https://www.superbuy.com.br/superdocs/)
15:25:51	391/391	---M--	302	error ('FOUND')	text/html	date:Wed,%2021%20Oct%202020%2018:25:51%20GMT	https://www.superbuy.com.br/financeiro/pesquisaboletos/fornecedor/	/home/gilberto/websites/teste/www.superbuy.com.br/financeiro/pesquisaboletos/fornecedor/index.html	(from https://www.superbuy.com.br/superdocs/)
15:25:51	20981/20981	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:25:51%20GMT	https://www.superbuy.com.br/financeiro/statuscontrato/	/home/gilberto/websites/teste/www.superbuy.com.br/financeiro/statuscontrato/index.html	(from https://www.superbuy.com.br/superdocs/)
15:25:52	359/359	---M--	302	error ('FOUND')	text/html	date:Wed,%2021%20Oct%202020%2018:25:52%20GMT	https://www.superbuy.com.br/fasttrack/listar-processos	/home/gilberto/websites/teste/www.superbuy.com.br/fasttrack/listar-processos	(from https://www.superbuy.com.br/superdocs/)
15:25:53	347/347	---M--	302	error ('FOUND')	text/html	date:Wed,%2021%20Oct%202020%2018:25:52%20GMT	https://www.superbuy.com.br/relatorio/leiloes/	/home/gilberto/websites/teste/www.superbuy.com.br/relatorio/leiloes/index.html	(from https://www.superbuy.com.br/superdocs/)
15:25:54	20968/20968	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:25:53%20GMT	https://www.superbuy.com.br/login?next=https%3A%2F%2Fwww.superbuy.com.br%2Ffasttrack%2Flistar-processos	/home/gilberto/websites/teste/www.superbuy.com.br/login06d1.html	(from https://www.superbuy.com.br/superdocs/)
15:25:54	357/357	---M--	302	error ('FOUND')	text/html	date:Wed,%2021%20Oct%202020%2018:25:54%20GMT	https://www.superbuy.com.br/minha_pagina/notificacoes	/home/gilberto/websites/teste/www.superbuy.com.br/minha_pagina/notificacoes	(from https://www.superbuy.com.br/superdocs/)
15:25:56	20968/20968	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:25:55%20GMT	https://www.superbuy.com.br/login?next=https%3A%2F%2Fwww.superbuy.com.br%2Fminha_pagina%2Fnotificacoes	/home/gilberto/websites/teste/www.superbuy.com.br/login6d23.html	(from https://www.superbuy.com.br/superdocs/)
15:25:56	333/333	---M--	302	error ('FOUND')	text/html	date:Wed,%2021%20Oct%202020%2018:25:56%20GMT	https://www.superbuy.com.br/minha_pagina/	/home/gilberto/websites/teste/www.superbuy.com.br/minha_pagina/index.html	(from https://www.superbuy.com.br/superdocs/)
15:25:56	209/209	---M--	302	error ('FOUND')	text/html	date:Wed,%2021%20Oct%202020%2018:25:56%20GMT	https://www.superbuy.com.br/logout	/home/gilberto/websites/teste/www.superbuy.com.br/logout	(from https://www.superbuy.com.br/superdocs/)
15:25:57	234/234	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Oct%202020%2018:25:57%20GMT	https://www.superbuy.com.br/static/docs/Manual-do-fornecedor.pdf	/home/gilberto/websites/teste/www.superbuy.com.br/static/docs/Manual-do-fornecedor.pdf	(from https://www.superbuy.com.br/superdocs/)
15:25:58	335/335	---M--	302	error ('FOUND')	text/html	date:Wed,%2021%20Oct%202020%2018:25:57%20GMT	https://www.superbuy.com.br/configuracoes/	/home/gilberto/websites/teste/www.superbuy.com.br/configuracoes/index.html	(from https://www.superbuy.com.br/superdocs/)
